id,age,occupation,risk_tolerance,investment_goals,education,marital_status,dependents,region,financial_history,sector,income_level,Account_balance,Account_deposits,Account_withdrawals,Account_transfers,international_transfers,Account_investments,account_type,loan_amount,loan_purpose,employment_status,loan_term,interest_rate,loan_status
b368f408-91d5-4e77-8758-b4d3c747dbe3,85,Artist,High,Wealth Preservation,High School,Divorced,0,South America,Poor,Healthcare,2721.189333,2424.291109,907.3418686,245.8285683,252.4415858,54.7338557,849.1385117,savings,5000,Home Improvement,Unemployed,48,0.0742,rejected
28078d6f-4f1d-477d-a4d1-100ae8f3894d,25,Engineer,Medium,Income Generation,Master's,Divorced,3,Europe,Good,Education,831.6063593,1641.0847,784.3899283,173.8827001,107.0966524,30.77804995,319.0175856,investment,5000,Home Improvement,Unemployed,36,0.0643,approved
9860f0f6-878a-40a1-aeaa-c3b4b33726c0,84,Engineer,Medium,Wealth Preservation,Bachelor's,Divorced,0,Europe,Excellent,Technology,40505.17758,66348.25741,15963.86434,11734.16944,4036.706702,540.6642186,8018.657545,savings,30858.44612,Home Improvement,Employed,48,0.090158446,approved
d266f97f-9a96-46f2-a714-7f27925b151f,79,Student,Medium,Speculation,High School,Married,1,South America,Average,Education,1662.373858,3291.832842,612.9473926,548.7383721,345.8048175,55.90714278,500.5028405,savings,5000,Medical Expenses,Employed,60,0.0894,pending
61eef77e-aab8-41eb-a97a-8ae0df7b75bc,63,Doctor,Medium,Wealth Preservation,High School,Divorced,1,South America,Good,Retail,324.0647873,1000,498.8902039,153.006398,211.7465537,38.78505815,137.534556,credit,5000,Debt Consolidation,Retired,60,0.0854,pending
58474f44-049e-4cc9-81b5-098ece08a16d,52,Teacher,High,Speculation,PhD,Single,0,Asia,Excellent,Manufacturing,95.60213928,1000,154.286783,161.0585241,168.5691678,36.9662901,73.15549577,checking,5000,Auto Purchase,Unemployed,24,0.0983,rejected
0024a9b4-bbb9-4ad2-814f-7d0808659914,18,Doctor,Low,Income Generation,Bachelor's,Widowed,0,Europe,Excellent,Finance,22364.61274,27263.67703,8764.649873,1586.60813,1514.572952,6.381822024,4204.218713,savings,14522.35456,Medical Expenses,Unemployed,48,0.093822355,pending
65914466-e69b-4fde-93e2-c41a8a68eecd,85,Artist,High,Growth,High School,Divorced,1,Europe,Average,Finance,19158.9743,15142.92326,2969.49606,1718.581838,3391.817369,870.975157,4979.329343,investment,21924.09142,Small Business,Employed,36,0.103824091,rejected
00804af0-ebea-40b2-b1c6-88ffa82bf098,25,Lawyer,Low,Speculation,High School,Divorced,0,South America,Poor,Retail,796.370547,1000,316.4810833,119.271051,88.25265695,0.393410825,140.4067435,savings,5000,Debt Consolidation,Retired,24,0.0479,approved
d546620f-1774-4cf0-8bd0-9033acfca561,84,Teacher,Medium,Income Generation,PhD,Single,0,Africa,Excellent,Finance,9785.325788,3703.029796,1037.660304,867.5833219,879.8855201,63.48858511,346.9114715,investment,7194.526512,Medical Expenses,Employed,12,0.076094527,rejected
0425f34d-7bf4-485b-a528-50bc395739cb,56,Manager,High,Speculation,Master's,Married,0,South America,Average,Education,1672.122775,2031.971395,974.421908,237.9186947,142.7100145,15.81959018,405.4603836,investment,5000,Home Improvement,Self-Employed,60,0.0721,rejected
b2d41345-72cc-45a6-ac64-af34ca85f47d,78,Lawyer,Medium,Income Generation,High School,Single,0,Asia,Excellent,Technology,39841.78934,27422.65735,4919.373726,7962.924101,2958.868839,492.3018189,3873.619204,credit,25893.69073,Auto Purchase,Self-Employed,48,0.076593691,approved
5b51b214-5e6f-4d55-9558-248ece3fa9ab,20,Data Scientist,High,Growth,Master's,Widowed,2,Europe,Good,Manufacturing,738.1168451,1000,305.5201511,119.7138155,53.68153644,15.73505795,358.1669457,credit,5000,Debt Consolidation,Self-Employed,12,0.0983,pending
9cfac12f-3658-4c1c-9aaa-9f01d97babb9,61,Data Scientist,High,Speculation,Bachelor's,Divorced,0,North America,Poor,Healthcare,31026.23985,5533.564337,1487.592888,1522.801946,758.7876736,119.6503653,544.2786952,checking,6468.16767,Debt Consolidation,Retired,48,0.069968168,approved
30e25fe8-fd19-48b1-98ff-670e30b1808f,28,Teacher,Low,Income Generation,Master's,Married,1,Europe,Average,Technology,24068.81883,30731.68571,4554.473364,1768.505674,3253.195271,569.688727,5991.712956,savings,26482.57554,Small Business,Self-Employed,24,0.114882576,rejected
238fe853-87c1-4dbf-8530-25cdbc422632,40,Engineer,High,Income Generation,Master's,Single,3,Africa,Poor,Technology,75379.68942,100000,26408.77342,13009.74284,20043.16342,3221.584688,8734.549917,savings,50000,Medical Expenses,Unemployed,36,0.0946,approved
aaa3c35a-d3a6-4f55-9a3d-f8a16f290381,42,Doctor,High,Wealth Preservation,Master's,Married,1,Asia,Average,Education,6302.965898,7299.105324,3127.016686,2171.166496,1383.927267,151.180804,2574.17222,checking,8213.769491,Auto Purchase,Retired,24,0.087313769,pending
894659d1-98c2-4695-be01-9b5d960922d0,53,Doctor,High,Wealth Preservation,High School,Divorced,3,Africa,Poor,Technology,17088.42791,19579.36545,6127.3576,1214.147039,3163.193395,580.8637937,2701.002562,savings,19140.37506,Small Business,Unemployed,12,0.085840375,approved
220a400e-2995-4cfd-ab4b-758eba2ed1f4,63,Engineer,Low,Income Generation,PhD,Divorced,2,North America,Excellent,Healthcare,1564.98336,1000,279.2786907,105.1993053,168.1818732,20.29336924,128.951856,checking,5000,Debt Consolidation,Employed,48,0.0715,rejected
af6d00eb-3fb9-40dc-a06c-56f290cfa593,52,Retiree,Medium,Speculation,Master's,Single,1,Europe,Average,Technology,93458.38953,33914.2737,3526.325844,1978.563416,4918.976039,95.87002555,2212.191814,investment,50000,Auto Purchase,Unemployed,12,0.1067,approved
ecddc3b7-fd4d-4377-a749-65706086f3b7,52,Artist,Medium,Growth,Bachelor's,Single,3,North America,Poor,Manufacturing,124.9548899,1000,252.4561322,126.8311429,52.81737665,10.58423005,73.22890939,checking,5000,Small Business,Employed,60,0.0613,approved
ea11612a-34e4-494f-ab25-3e2e6e491cc5,68,Manager,Low,Speculation,Master's,Single,0,South America,Poor,Manufacturing,417.4423118,1000,353.1122734,113.7936896,50.47626207,1.311621667,70.77470872,investment,5000,Debt Consolidation,Self-Employed,24,0.0667,approved
0b145603-4b06-4eda-be8e-862b2e5d1ff3,23,Manager,High,Growth,PhD,Widowed,4,Asia,Average,Manufacturing,356.581545,1000,164.7581829,128.0172103,221.8665875,65.82951685,232.7466004,credit,5000,Auto Purchase,Self-Employed,48,0.0768,rejected
2fa84889-b712-48bd-ba81-39bfdb291667,65,Retiree,Medium,Growth,High School,Married,3,Europe,Good,Manufacturing,244.8586861,1000,279.3814609,241.3914007,147.6591657,3.512790878,99.33689506,credit,5000,Medical Expenses,Self-Employed,48,0.0922,pending
420b1164-5ad8-401d-88ce-748a980b2952,30,Manager,Medium,Wealth Preservation,Master's,Single,1,Asia,Poor,Healthcare,5029.492377,1157.627119,506.7424746,189.8387493,129.5491187,5.285770293,87.15099495,checking,5000,Debt Consolidation,Employed,48,0.0795,rejected
168fe44d-38b2-463f-ba56-33089b8205da,39,Retiree,Medium,Growth,PhD,Single,0,Australia,Good,Finance,46580.69531,71637.8333,18494.31506,17181.33162,14563.83281,4243.248758,12759.82058,savings,32885.19142,Home Improvement,Unemployed,48,0.092885191,approved
a8b23243-c9ef-4370-b617-eb54f9e0922b,53,Data Scientist,Medium,Speculation,High School,Married,1,South America,Excellent,Education,1219.302698,1906.287164,825.7580192,397.2047184,366.4116748,71.93456173,345.798559,checking,5000,Medical Expenses,Unemployed,60,0.0643,approved
ab719fe7-e5be-4cb4-b97b-c6a256d15dd1,18,Teacher,Low,Speculation,High School,Single,1,Europe,Good,Healthcare,2048.518663,3324.766269,381.4974591,968.4643026,709.60166,189.4930736,354.3293447,checking,5000,Auto Purchase,Self-Employed,12,0.0513,approved
9fb4a75f-a2c4-487e-a668-ed9ed4ae2392,38,Retiree,Medium,Income Generation,Master's,Divorced,3,Europe,Excellent,Finance,20574.92316,32128.87517,12169.02382,1659.482471,3498.23739,89.28576848,4484.982945,checking,12330.35255,Medical Expenses,Employed,48,0.095130353,rejected
e86dc2ba-ffd7-457f-93b3-d6588cf99575,24,Artist,Low,Growth,High School,Divorced,2,Africa,Excellent,Healthcare,6415.014569,10323.60085,2667.11678,1837.871426,771.9952457,199.6713742,2051.364491,credit,9546.851461,Auto Purchase,Employed,36,0.087046851,rejected
788310cc-6169-4448-9fec-31f8c0d0e775,19,Engineer,High,Income Generation,Bachelor's,Single,1,Australia,Good,Manufacturing,161.9105186,1000,168.4509176,183.697083,194.7730662,55.89424261,143.5095716,savings,5000,Medical Expenses,Retired,12,0.0566,approved
40e82ff4-d19e-47fd-97c8-3629bce6f28c,47,Artist,Medium,Growth,Master's,Widowed,4,Africa,Average,Finance,26985.9177,44936.29439,10918.22191,5959.485279,9934.19227,1017.374548,5856.456691,checking,11219.87188,Auto Purchase,Employed,60,0.054519872,approved
c36727d1-9d9c-4336-8b99-6e7700fcff79,42,Engineer,Medium,Income Generation,Master's,Single,1,Asia,Average,Healthcare,1577.739106,1005.624996,357.3532541,116.0607369,75.68710173,16.13224725,145.7244771,investment,5000,Auto Purchase,Self-Employed,12,0.0624,approved
d8c91707-f6ac-4f3d-854f-3c955bf9d36f,32,Doctor,High,Income Generation,Bachelor's,Married,2,South America,Average,Finance,25554.51225,39986.6953,15268.60199,7449.172138,3261.292881,249.1231473,11200.38935,investment,27755.62487,Home Improvement,Retired,36,0.091655625,approved
0f0ad148-3f87-4f5b-998d-fd56c56bc336,67,Artist,Low,Speculation,PhD,Married,4,South America,Poor,Technology,154712.2667,100000,41902.71567,22704.01717,9914.425753,938.1554094,7492.553988,investment,50000,Medical Expenses,Self-Employed,60,0.1125,approved
d65138ca-445d-42b5-ac4c-2f4bbbab0838,41,Data Scientist,High,Wealth Preservation,PhD,Divorced,0,South America,Average,Education,2973.632655,5320.480779,769.6546312,907.6938671,347.4129675,0.186104264,1802.734731,investment,5000,Home Improvement,Unemployed,24,0.0905,rejected
bf6147d5-8d93-4893-bc8d-40ed73027ff7,83,Lawyer,Low,Income Generation,Bachelor's,Single,4,Asia,Poor,Technology,39164.84135,78132.12999,36814.13854,10214.06598,11937.24902,2922.192331,8956.110572,credit,11485.9314,Auto Purchase,Employed,36,0.067485931,approved
d019ee53-80cb-464d-9178-146037159286,72,Doctor,Medium,Income Generation,High School,Married,1,Africa,Poor,Finance,17978.48606,18273.67785,4292.612398,1059.42205,2726.645363,629.7099186,1496.012962,savings,9478.64389,Debt Consolidation,Retired,24,0.087678644,rejected
ef99bded-845b-4468-8e84-aa8fecfd635d,75,Developer,Low,Speculation,High School,Married,4,Asia,Average,Retail,1786.55038,1268.173092,131.6526131,203.8171508,230.1026135,45.64298382,212.9541392,investment,5000,Auto Purchase,Retired,60,0.0866,rejected
1a2f1f2a-a198-476e-aeda-cb95fff7299c,39,Developer,Medium,Wealth Preservation,High School,Married,2,Australia,Excellent,Healthcare,795.1844624,1252.875391,472.9430978,343.4328277,238.1429585,22.71080626,231.3463422,investment,5000,Debt Consolidation,Unemployed,48,0.0872,rejected
99f82674-bacc-49a0-93d4-264c3ddd70eb,43,Lawyer,Medium,Wealth Preservation,PhD,Married,0,Europe,Poor,Manufacturing,426.4320824,1000,101.1761521,194.6869564,147.9512941,34.63999243,187.5398333,savings,5000,Medical Expenses,Employed,12,0.0816,rejected
ede527fb-75b0-4c5c-ab55-6d96aef493a6,31,Teacher,Medium,Income Generation,Master's,Divorced,2,Europe,Poor,Education,1481.361133,2955.758631,343.30339,395.6243243,374.2158717,35.58490384,511.8405585,investment,5000,Medical Expenses,Retired,36,0.0768,rejected
fd43225a-1deb-48fb-bab2-68bfba549846,76,Retiree,High,Wealth Preservation,Bachelor's,Divorced,1,North America,Excellent,Technology,48980.3249,75046.68213,32288.99703,10720.01493,17270.72067,1061.987212,25148.56687,credit,6487.041997,Medical Expenses,Unemployed,48,0.055287042,approved
5e0eef9d-90a6-492e-8485-9d6e60b35bfd,30,Retiree,High,Speculation,Master's,Single,1,Europe,Poor,Manufacturing,843.0661012,1000,265.6372091,266.1021627,59.10513843,11.75417904,224.5107469,credit,5000,Debt Consolidation,Retired,36,0.0831,rejected
fc213b65-95a9-482c-b9d9-ad761a725286,49,Student,Medium,Speculation,Bachelor's,Married,2,Asia,Excellent,Education,1835.445166,2067.861321,546.4113742,379.1329515,254.495964,55.54887549,235.3253433,credit,5000,Home Improvement,Unemployed,48,0.0477,approved
3240ec5a-fb73-4cdd-b5b4-8f3d45f8303e,47,Doctor,High,Income Generation,Bachelor's,Single,2,Asia,Poor,Technology,37756.41084,13805.91125,4669.475841,2345.091682,934.8829067,96.98051918,4178.858293,savings,5685.458226,Small Business,Employed,36,0.075485458,approved
23d092a5-d2ef-468e-bca6-4253d31ba38c,55,Engineer,High,Growth,PhD,Single,1,Africa,Average,Education,772.5046129,1227.539675,399.2480246,106.0401397,115.607421,21.46021047,188.8209675,checking,5000,Auto Purchase,Retired,60,0.0998,pending
0e427981-5f8a-46b2-bbd2-9604105ce74b,58,Doctor,Medium,Income Generation,High School,Single,4,North America,Good,Technology,29260.14602,23978.54927,10404.68114,1424.791849,4708.177145,795.3058137,3846.958504,savings,18517.12328,Small Business,Employed,36,0.085817123,approved
b75617da-513e-4e01-8c4e-2a1474cc8b72,29,Doctor,Medium,Income Generation,High School,Widowed,0,North America,Good,Manufacturing,426.7548674,1000,439.885605,97.77791998,51.40598629,12.20082116,73.28981765,savings,5000,Debt Consolidation,Employed,24,0.0487,approved
9e92f6a9-9ed1-42eb-a695-ea7cb232f67a,23,Engineer,Medium,Speculation,Master's,Widowed,0,Australia,Average,Finance,22850.79432,15757.84425,3247.575935,1289.637915,3448.085136,834.6810449,2563.029069,checking,14668.91817,Small Business,Unemployed,12,0.072068918,approved
36e2b23c-3a84-4dcd-9cb4-bfaf70909869,25,Data Scientist,High,Growth,PhD,Divorced,1,Australia,Excellent,Manufacturing,183.1454526,1000,198.096577,144.1562195,75.37691849,9.853854644,313.6831943,savings,5000,Auto Purchase,Self-Employed,48,0.0559,approved
bc78fb66-a08e-4c48-87f6-00e9ea8203a0,47,Engineer,High,Speculation,PhD,Divorced,3,South America,Excellent,Manufacturing,888.2856429,1000,141.193061,255.6184872,154.37741,16.41850006,145.3325743,savings,5000,Small Business,Retired,12,0.0916,pending
882d4d7b-38f5-4548-a195-089371201286,35,Retiree,Medium,Income Generation,Master's,Divorced,4,South America,Poor,Technology,20506.96568,16009.93292,2814.341039,1944.677409,823.4334854,158.7236507,1864.603651,savings,9477.772532,Debt Consolidation,Retired,60,0.088977773,pending
593a41cb-2bbb-4f28-9096-a3ad5c332abe,39,Teacher,Low,Income Generation,PhD,Married,2,Asia,Excellent,Manufacturing,29.54126996,1000,146.0496005,134.6550767,109.6894796,30.74494444,120.1941316,checking,5000,Auto Purchase,Unemployed,60,0.0666,approved
e466155e-faf6-4962-9710-ebbe51f4cefb,85,Doctor,High,Speculation,PhD,Divorced,2,Australia,Excellent,Education,2939.600099,3009.484088,1322.357583,701.1593053,628.0371363,50.10979855,211.0783592,investment,5000,Auto Purchase,Retired,24,0.0903,pending
fe41179c-b123-49b6-9a8b-fd394b1b90d7,25,Student,Medium,Speculation,High School,Widowed,4,Africa,Excellent,Finance,7572.439891,5735.649182,2782.512694,1413.485615,345.5818098,13.06933638,360.0864714,investment,5000,Medical Expenses,Employed,12,0.0954,pending
00f59a1a-047a-4708-95d8-df244e0dbc71,83,Student,High,Wealth Preservation,Master's,Divorced,2,North America,Average,Manufacturing,226.1948973,1000,325.449441,235.5638634,206.7615052,2.105523889,196.2471019,credit,5000,Auto Purchase,Employed,12,0.0511,approved
02345dfc-4ad1-4530-9095-a88c0d9d3362,58,Doctor,Low,Growth,Bachelor's,Married,2,Australia,Poor,Technology,48878.27856,76710.1796,36342.22687,5697.535225,11294.85437,1050.20119,5109.476062,credit,40330.89508,Small Business,Unemployed,36,0.129130895,rejected
dd3e9116-6d87-42ae-8ae7-5e997ca76970,76,Artist,High,Income Generation,PhD,Married,3,North America,Average,Healthcare,3854.603034,3074.930716,1351.026729,722.4044503,688.1239139,83.33543173,1220.21135,checking,5000,Medical Expenses,Retired,48,0.0832,pending
9a27ef6c-2335-401b-b936-71f99b345bf5,54,Engineer,Medium,Growth,Master's,Widowed,2,Africa,Average,Retail,161.8671318,1000,386.3500145,81.36891077,193.9611131,3.059827219,56.63510373,savings,5000,Debt Consolidation,Self-Employed,60,0.0544,approved
76c08546-f559-41c9-9931-f9be1ef4e9a2,42,Lawyer,Low,Wealth Preservation,PhD,Divorced,4,Asia,Excellent,Finance,59106.11429,100000,37972.38979,20812.40629,18073.20853,218.618603,14480.27857,investment,50000,Auto Purchase,Retired,36,0.1233,rejected
2e46ee5c-494b-497b-9b54-50406a42b05d,59,Doctor,Low,Income Generation,Master's,Single,2,Australia,Excellent,Retail,965.1751126,1000,453.5853891,129.3548812,123.5287539,32.01054536,185.5422159,investment,5000,Home Improvement,Retired,24,0.0933,pending
ba6cf641-717c-499b-b058-1bc211aec717,40,Data Scientist,Medium,Growth,High School,Widowed,0,Asia,Good,Finance,14015.28304,12206.12928,4902.915737,717.5036406,1599.673727,236.461479,1064.397203,investment,14372.17417,Home Improvement,Unemployed,12,0.103972174,rejected
7c8c2d40-09ae-4672-82d6-4a6904bcfda4,73,Manager,Low,Wealth Preservation,PhD,Single,4,South America,Excellent,Retail,1105.257759,1000,404.6175825,152.508196,147.9624823,32.02149476,97.30578304,investment,5000,Medical Expenses,Retired,60,0.0708,rejected
2ca9de44-f9c5-4b17-9fa0-66164ecd33af,38,Engineer,Low,Income Generation,Master's,Married,2,Asia,Average,Finance,2739.903228,2966.409458,1142.909447,614.9337722,402.4025812,18.26067737,149.84968,savings,5000,Auto Purchase,Self-Employed,60,0.0488,approved
8eac12fd-65bd-4969-aaab-c4403fd71be1,45,Manager,High,Speculation,PhD,Single,1,South America,Poor,Retail,592.5251095,1000,485.7773864,178.5308302,188.352915,39.98618855,292.9054393,checking,5000,Debt Consolidation,Employed,48,0.054,approved
9a37f3a1-0d51-4fa7-875e-5d3b46c205a8,82,Engineer,Low,Growth,PhD,Widowed,0,Africa,Excellent,Healthcare,5840.616689,1000,386.1228275,167.3793698,205.149774,25.78166749,175.1304061,savings,8596.153046,Home Improvement,Employed,60,0.056796153,approved
457c639c-c62d-409b-85a8-9b8ff4782e74,83,Doctor,Low,Wealth Preservation,Master's,Single,3,Asia,Excellent,Manufacturing,49.94456006,1000,363.5533937,218.1702059,123.6130016,26.6232234,120.2532106,checking,5000,Auto Purchase,Employed,36,0.0831,pending
afef7443-1719-4484-a059-4876b1689c93,50,Data Scientist,Medium,Growth,High School,Divorced,0,Africa,Excellent,Healthcare,5102.506769,6070.601484,2849.844837,1129.112795,1199.383467,98.65572035,564.9681678,investment,5000,Small Business,Employed,36,0.0531,approved
ccb87272-0ea7-40a5-a588-b935fa35542b,50,Data Scientist,Medium,Speculation,Master's,Divorced,2,Europe,Average,Education,1718.175351,2082.742291,648.2874984,488.5516689,360.8868568,87.38714758,159.5799276,credit,5000,Home Improvement,Employed,24,0.0503,approved
d59bc668-5aa4-4f02-970a-a4ba97413830,83,Manager,Low,Growth,Bachelor's,Divorced,0,Europe,Excellent,Manufacturing,96.94040026,1000,166.8775376,51.5659928,203.3321895,49.13254392,99.75559652,savings,5000,Small Business,Self-Employed,48,0.0734,approved
6cc7f114-4f68-4c27-a559-779d14152462,37,Doctor,High,Income Generation,Master's,Single,3,Asia,Excellent,Retail,686.2261055,1194.067838,518.1395742,326.1250837,216.7297119,27.33865291,176.9070112,credit,5000,Home Improvement,Self-Employed,48,0.0874,pending
08a31c33-59bf-4c44-b66e-a8f3d8f9dc83,42,Artist,Medium,Wealth Preservation,PhD,Single,0,North America,Average,Finance,29228.20967,56145.52187,25777.89476,15021.74259,3094.419948,428.5231439,7068.916423,checking,9474.981596,Home Improvement,Unemployed,24,0.103874982,rejected
7812fe41-801d-4862-a1a2-7dc77647f34e,49,Engineer,Low,Speculation,PhD,Widowed,0,Australia,Poor,Technology,35443.30398,12300.79537,4823.738708,2029.790117,661.675118,176.0325431,734.8123292,savings,44095.21299,Medical Expenses,Unemployed,60,0.115995213,rejected
2e83140f-062b-44db-aa58-c98fc826d982,61,Manager,Low,Wealth Preservation,Bachelor's,Married,3,South America,Average,Manufacturing,107.7826986,1000,266.1564497,139.622821,173.0701531,48.71774055,129.4959659,savings,5000,Small Business,Employed,24,0.0958,rejected
c9e08dfa-cbbf-4c0a-b59f-23c76c6d0f9b,36,Manager,High,Wealth Preservation,PhD,Single,4,Asia,Good,Technology,23376.8941,40123.15679,8029.041488,10213.09904,4876.295872,193.3091981,13767.54712,credit,15268.52631,Small Business,Self-Employed,36,0.078168526,approved
af5e366c-0c02-4e61-a39e-aff10b263e22,20,Engineer,Medium,Wealth Preservation,High School,Widowed,3,North America,Excellent,Technology,20093.60109,28440.27448,3074.331711,6569.33515,3256.557906,524.4027988,2829.421112,investment,5000,Small Business,Self-Employed,36,0.0731,approved
6f300e54-c96f-4d33-9fb7-0d2f3006ca11,69,Teacher,Medium,Income Generation,PhD,Married,4,North America,Excellent,Finance,29908.31174,36596.63175,14583.86865,3610.616955,5366.979246,253.5778693,4169.811248,investment,12787.58511,Small Business,Unemployed,12,0.098387585,rejected
dcd32d96-3a92-4373-b4da-6646f4aae990,28,Artist,Medium,Speculation,High School,Single,1,Africa,Good,Retail,588.5058582,1000,477.9949076,113.4676318,130.5314363,35.44665479,71.70755459,checking,5000,Small Business,Employed,48,0.0624,approved
4d6eaa55-fe60-4e92-9de0-08a85a8aa13e,66,Developer,Low,Income Generation,PhD,Single,4,Europe,Excellent,Finance,18920.76181,11838.47893,2334.002863,676.435412,2573.836056,220.3877274,1166.641111,savings,24499.76673,Medical Expenses,Retired,36,0.103299767,rejected
4c8a2eb8-0119-4eb3-9730-5439a0e34748,57,Artist,High,Speculation,High School,Married,1,Europe,Average,Education,857.1143578,1546.626961,615.7497663,213.1080568,81.20561211,12.5184764,300.6413678,checking,5000,Debt Consolidation,Unemployed,48,0.0725,pending
ddc62264-833d-4528-8f43-f902b9ea5da8,21,Student,Medium,Speculation,High School,Single,4,South America,Good,Manufacturing,52.97957324,1000,218.5373676,172.061379,176.0426722,37.57578678,80.81810945,credit,5000,Debt Consolidation,Retired,60,0.0753,pending
1d4736ac-28d1-400e-bcdc-81d072ede751,64,Student,High,Wealth Preservation,Master's,Married,4,South America,Poor,Finance,15657.18638,15001.01462,2763.88627,1636.250626,797.7920447,17.65266609,3344.032279,credit,5000,Small Business,Employed,48,0.0507,approved
091aa157-b2bb-49b5-ae2d-473666b48de6,60,Manager,High,Income Generation,High School,Married,4,North America,Excellent,Finance,18429.50229,17408.71599,4522.064064,2973.927087,3264.585733,845.8111983,1965.104067,credit,21983.83309,Auto Purchase,Employed,36,0.115383833,rejected
2ed33c4e-73e3-42dd-8b84-256f3b183453,55,Student,Medium,Speculation,High School,Married,3,North America,Excellent,Education,3377.745681,4771.110607,616.9068616,485.3089445,288.5446309,41.24351267,948.2898513,investment,5000,Debt Consolidation,Employed,48,0.0917,pending
